"length","year","month","sex"
25,2025,4,"M"
34,2025,7,"F"
38,2025,2,"F"
18,2025,3,"M"
29,2025,7,"M"
28,2025,12,"F"
22,2025,3,"M"
19,2025,9,"F"
29,2025,7,"M"
22,2025,1,"F"
32,2025,11,"F"
34,2025,5,"F"
35,2025,9,"F"
17,2025,5,"F"
34,2025,12,"M"
27,2025,8,"M"
30,2025,8,"F"
37,2025,7,"M"
19,2025,3,"F"
30,2025,8,"F"
38,2025,6,"F"
33,2025,11,"F"
28,2025,9,"M"
19,2025,7,"M"
28,2025,12,"F"
30,2025,6,"M"
28,2025,1,"F"
18,2025,1,"F"
35,2025,2,"F"
28,2025,4,"F"
36,2025,10,"M"
23,2025,8,"M"
24,2025,12,"M"
10,2025,1,"M"
38,2025,11,"F"
33,2025,2,"F"
36,2025,4,"M"
34,2025,5,"F"
28,2025,5,"M"
33,2025,5,"M"
21,2025,2,"F"
30,2025,10,"M"
27,2025,11,"F"
17,2025,11,"F"
20,2025,5,"F"
33,2025,11,"F"
37,2025,10,"F"
16,2025,3,"M"
19,2025,5,"F"
16,2025,3,"F"
19,2025,7,"M"
27,2025,3,"F"
30,2025,12,"F"
38,2025,11,"F"
33,2025,4,"F"
23,2025,10,"F"
24,2025,5,"F"
14,2025,12,"F"
40,2025,12,"F"
19,2025,4,"M"
15,2025,10,"F"
23,2025,1,"F"
12,2025,6,"M"
38,2025,3,"M"
25,2025,2,"M"
34,2025,6,"F"
34,2025,10,"M"
24,2025,10,"M"
32,2025,1,"F"
34,2025,7,"F"
40,2025,2,"M"
21,2025,10,"F"
32,2025,6,"F"
41,2025,3,"M"
25,2025,8,"M"
25,2025,3,"M"
34,2025,7,"M"
35,2025,5,"M"
36,2025,7,"F"
28,2025,11,"F"
41,2025,7,"F"
31,2025,11,"M"
39,2025,10,"F"
28,2025,4,"M"
21,2025,12,"F"
16,2025,9,"F"
28,2025,7,"F"
20,2025,10,"M"
30,2025,7,"F"
26,2025,8,"M"
9,2025,1,"M"
34,2025,3,"F"
36,2025,11,"F"
39,2025,11,"F"
38,2025,10,"M"
9,2025,6,"M"
26,2025,6,"M"
33,2025,11,"F"
41,2025,6,"F"
16,2025,12,"M"
33,2025,10,"F"
18,2025,12,"M"
38,2025,6,"F"
23,2025,10,"M"
29,2025,12,"M"
13,2025,12,"M"
40,2025,6,"M"
34,2025,6,"F"
27,2025,9,"M"
33,2025,12,"M"
33,2025,5,"F"
37,2025,7,"F"
38,2025,6,"M"
30,2025,1,"F"
37,2025,4,"F"
21,2025,1,"M"
24,2025,3,"M"
31,2025,10,"F"
23,2025,9,"M"
21,2025,8,"M"
16,2025,3,"M"
23,2025,8,"M"
18,2025,4,"F"
28,2025,1,"F"
38,2025,7,"F"
9,2025,6,"M"
33,2025,11,"F"
37,2025,4,"F"
24,2025,12,"F"
39,2025,10,"F"
35,2025,2,"M"
21,2025,8,"F"
31,2025,8,"F"
41,2025,2,"F"
34,2025,1,"M"
21,2025,4,"M"
16,2025,8,"M"
41,2025,3,"F"
25,2025,11,"M"
32,2025,6,"M"
17,2025,7,"F"
21,2025,5,"M"
40,2025,9,"M"
21,2025,10,"M"
26,2025,6,"F"
18,2025,2,"F"
42,2025,2,"F"
32,2025,5,"F"
14,2025,12,"F"
31,2025,8,"F"
7,2025,4,"F"
36,2025,3,"M"
12,2025,4,"F"
28,2025,12,"F"
20,2025,5,"M"
37,2025,12,"M"
26,2025,3,"F"
26,2025,12,"F"
28,2025,11,"M"
38,2025,4,"F"
34,2025,11,"M"
38,2025,4,"F"
27,2025,7,"F"
34,2025,7,"M"
33,2025,12,"M"
31,2025,9,"F"
34,2025,9,"M"
32,2025,7,"F"
23,2025,8,"F"
35,2025,11,"M"
41,2025,6,"F"
26,2025,11,"M"
23,2025,2,"F"
13,2025,12,"M"
36,2025,8,"F"
15,2025,9,"F"
36,2025,12,"M"
36,2025,12,"M"
12,2025,9,"F"
23,2025,2,"F"
27,2025,6,"F"
39,2025,6,"M"
28,2025,4,"F"
23,2025,11,"M"
32,2025,2,"F"
29,2025,3,"F"
35,2025,1,"F"
34,2025,4,"F"
34,2025,8,"M"
23,2025,6,"M"
27,2025,12,"M"
36,2025,10,"M"
34,2025,7,"M"
33,2025,3,"F"
35,2025,7,"F"
21,2025,7,"M"
35,2025,9,"F"
23,2025,4,"F"
22,2025,3,"M"
20,2025,6,"F"
24,2025,7,"F"
37,2025,9,"M"
17,2025,1,"F"
27,2025,1,"F"
35,2025,1,"F"
21,2025,1,"F"
35,2025,4,"F"
35,2025,11,"F"
33,2025,9,"M"
26,2025,12,"M"
27,2025,4,"M"
40,2025,8,"M"
22,2025,9,"M"
29,2025,12,"M"
35,2025,5,"F"
31,2025,3,"F"
30,2025,3,"M"
36,2025,2,"M"
28,2025,2,"M"
6,2025,4,"M"
19,2025,2,"F"
33,2025,6,"F"
27,2025,5,"F"
40,2025,12,"M"
29,2025,4,"F"
20,2025,8,"M"
24,2025,2,"M"
31,2025,7,"F"
30,2025,3,"M"
30,2025,4,"F"
21,2025,3,"M"
27,2025,9,"M"
38,2025,12,"M"
34,2025,10,"M"
34,2025,6,"M"
32,2025,2,"M"
17,2025,7,"F"
12,2025,10,"M"
23,2025,8,"F"
28,2025,11,"M"
40,2025,7,"F"
36,2025,2,"F"
30,2025,8,"F"
33,2025,9,"M"
24,2025,10,"F"
22,2025,5,"M"
31,2025,11,"F"
32,2025,10,"F"
29,2025,11,"F"
23,2025,8,"M"
36,2025,11,"F"
32,2025,4,"M"
37,2025,11,"M"
41,2025,3,"M"
37,2025,1,"F"
37,2025,8,"M"
20,2025,1,"M"
30,2025,11,"F"
21,2025,8,"F"
25,2025,11,"M"
30,2025,3,"F"
26,2025,12,"M"
16,2025,7,"M"
25,2025,2,"F"
24,2025,6,"F"
30,2025,11,"F"
15,2025,7,"M"
29,2025,5,"F"
30,2025,10,"M"
32,2025,8,"F"
19,2025,7,"F"
34,2025,11,"M"
31,2025,6,"F"
28,2025,1,"F"
37,2025,5,"F"
17,2025,8,"M"
27,2025,4,"M"
38,2025,9,"M"
25,2025,4,"F"
31,2025,7,"M"
20,2025,3,"M"
20,2025,6,"F"
29,2025,9,"F"
38,2025,5,"M"
40,2025,7,"M"
29,2025,8,"M"
22,2025,5,"F"
18,2025,6,"F"
25,2025,4,"M"
37,2025,11,"M"
29,2025,11,"M"
23,2025,12,"F"
32,2025,3,"F"
30,2025,5,"F"
20,2025,3,"F"
27,2025,11,"M"
21,2025,4,"F"
37,2025,2,"F"
32,2025,8,"F"
26,2025,3,"F"
39,2025,6,"F"
39,2025,12,"F"
15,2025,4,"F"
26,2025,2,"F"
31,2025,3,"M"
36,2025,5,"M"
30,2025,6,"F"
18,2025,3,"F"
37,2025,7,"M"
31,2025,1,"F"
27,2025,6,"F"
35,2025,11,"M"
36,2025,11,"M"
10,2025,9,"M"
28,2025,2,"F"
26,2025,1,"F"
27,2025,12,"F"
18,2025,7,"F"
23,2025,8,"F"
42,2025,12,"M"
36,2025,8,"F"
33,2025,6,"M"
23,2025,9,"M"
21,2025,6,"M"
22,2025,6,"F"
24,2025,3,"F"
26,2025,9,"M"
27,2025,10,"M"
44,2025,1,"M"
40,2025,2,"M"
24,2025,5,"F"
29,2025,1,"M"
30,2025,11,"F"
20,2025,12,"F"
16,2025,3,"M"
26,2025,2,"F"
26,2025,11,"F"
18,2025,10,"M"
13,2025,1,"F"
31,2025,7,"F"
27,2025,3,"F"
27,2025,1,"M"
36,2025,8,"F"
22,2025,2,"F"
28,2025,10,"M"
42,2025,12,"M"
29,2025,3,"M"
27,2025,10,"M"
21,2025,1,"F"
11,2025,8,"M"
14,2025,3,"F"
16,2025,8,"F"
32,2025,8,"M"
20,2025,6,"M"
36,2025,7,"M"
40,2025,11,"M"
28,2025,4,"M"
10,2025,9,"F"
37,2025,10,"F"
24,2025,2,"M"
26,2025,9,"F"
28,2025,6,"M"
12,2025,9,"F"
41,2025,5,"M"
32,2025,4,"F"
30,2025,11,"M"
13,2025,7,"F"
9,2025,4,"M"
6,2025,10,"M"
17,2025,5,"M"
13,2025,3,"F"
14,2025,1,"M"
41,2025,12,"F"
28,2025,2,"F"
25,2025,2,"M"
31,2025,6,"F"
25,2025,4,"M"
22,2025,6,"F"
26,2025,10,"F"
18,2025,4,"M"
16,2025,1,"M"
19,2025,9,"F"
8,2025,3,"M"
30,2025,11,"M"
30,2025,7,"M"
31,2025,1,"F"
31,2025,4,"M"
32,2025,6,"M"
43,2025,7,"M"
27,2025,5,"M"
27,2025,4,"M"
16,2025,2,"F"
37,2025,7,"M"
35,2025,9,"F"
31,2025,8,"M"
32,2025,2,"F"
31,2025,1,"M"
25,2025,10,"F"
41,2025,3,"F"
41,2025,10,"M"
13,2025,5,"F"
36,2025,6,"M"
25,2025,1,"F"
33,2025,4,"F"
20,2025,11,"F"
15,2025,6,"F"
33,2025,3,"F"
38,2025,4,"M"
21,2025,4,"M"
29,2025,12,"M"
26,2025,11,"F"
9,2025,1,"M"
40,2025,2,"F"
20,2025,10,"M"
10,2025,12,"F"
26,2025,2,"M"
29,2025,6,"F"
36,2025,8,"M"
36,2025,12,"F"
32,2025,6,"M"
28,2025,5,"F"
20,2025,6,"F"
31,2025,7,"F"
27,2025,7,"F"
38,2025,10,"M"
27,2025,12,"F"
38,2025,10,"F"
33,2025,5,"M"
23,2025,9,"M"
26,2025,9,"M"
39,2025,6,"M"
30,2025,3,"F"
25,2025,10,"F"
23,2025,8,"M"
15,2025,11,"M"
18,2025,4,"F"
28,2025,11,"M"
12,2025,9,"F"
37,2025,8,"M"
29,2025,4,"F"
28,2025,12,"F"
32,2025,4,"M"
38,2025,6,"M"
35,2025,1,"F"
36,2025,10,"M"
37,2025,12,"F"
22,2025,7,"M"
38,2025,11,"F"
31,2025,7,"M"
30,2025,2,"F"
29,2025,3,"F"
25,2025,6,"M"
32,2025,6,"F"
16,2025,3,"F"
29,2025,10,"M"
28,2025,8,"M"
28,2025,9,"M"
35,2025,11,"F"
16,2025,12,"M"
20,2025,1,"M"
25,2025,11,"F"
25,2025,7,"F"
12,2025,5,"M"
34,2025,11,"F"
22,2025,5,"M"
32,2025,9,"F"
27,2025,1,"F"
15,2025,11,"F"
28,2025,4,"M"
17,2025,6,"M"
30,2025,10,"M"
38,2025,8,"M"
27,2025,8,"M"
29,2025,5,"M"
37,2025,5,"M"
27,2025,3,"F"
15,2025,8,"F"
29,2025,3,"F"
33,2025,12,"F"
24,2025,1,"M"
29,2025,8,"F"
22,2025,2,"M"
15,2025,11,"F"
27,2025,6,"F"
36,2025,6,"M"
41,2025,9,"M"
31,2025,10,"M"
34,2025,8,"M"
33,2025,11,"M"
6,2025,10,"M"
23,2025,6,"M"
33,2025,9,"M"
33,2025,4,"F"
33,2025,3,"M"
16,2025,4,"M"
26,2025,1,"F"
28,2025,6,"F"
43,2025,6,"F"
42,2025,12,"F"
40,2025,9,"F"
31,2025,5,"M"
29,2025,4,"F"
25,2025,10,"M"
42,2025,6,"M"
34,2025,9,"M"
33,2025,5,"M"
27,2025,11,"M"
34,2025,10,"M"
34,2025,8,"M"
33,2025,8,"F"
28,2025,6,"F"
22,2025,10,"F"
29,2025,2,"M"
26,2025,5,"M"
21,2025,1,"M"
34,2025,7,"F"
17,2025,10,"F"
27,2025,4,"F"
40,2025,8,"M"
34,2025,10,"F"
16,2025,4,"F"
35,2025,11,"F"
41,2025,6,"M"
23,2025,1,"F"
12,2025,8,"M"
30,2025,3,"F"
16,2025,6,"F"
13,2025,10,"F"
19,2025,10,"F"
32,2025,2,"M"
28,2025,1,"F"
39,2025,5,"F"
19,2025,12,"F"
37,2025,11,"M"
37,2025,8,"F"
33,2025,5,"M"
23,2025,2,"M"
6,2025,8,"M"
16,2025,10,"F"
32,2025,5,"M"
39,2025,1,"M"
20,2025,9,"M"
35,2025,2,"F"
33,2025,4,"M"
18,2025,2,"F"
27,2025,8,"M"
35,2025,10,"F"
22,2025,3,"F"
27,2025,1,"M"
33,2025,5,"M"
32,2025,8,"F"
35,2025,4,"M"
38,2025,8,"M"
26,2025,8,"M"
27,2025,7,"F"
15,2025,10,"M"
32,2025,1,"M"
30,2025,2,"M"
32,2025,9,"F"
16,2025,3,"M"
15,2025,3,"F"
28,2025,8,"M"
39,2025,7,"F"
18,2025,5,"M"
27,2025,7,"M"
19,2025,6,"F"
23,2025,2,"M"
29,2025,8,"F"
39,2025,6,"M"
25,2025,4,"F"
28,2025,2,"M"
35,2025,10,"F"
28,2025,3,"F"
12,2025,12,"F"
20,2025,11,"F"
32,2025,3,"F"
35,2025,1,"F"
16,2025,4,"M"
30,2025,4,"F"
27,2025,7,"M"
23,2025,12,"M"
33,2025,9,"M"
29,2025,8,"F"
35,2025,7,"F"
21,2025,7,"M"
27,2025,6,"M"
33,2025,8,"M"
43,2025,8,"F"
28,2025,5,"F"
25,2025,3,"M"
30,2025,7,"M"
11,2025,5,"M"
15,2025,6,"M"
26,2025,5,"M"
23,2025,6,"M"
18,2025,12,"F"
33,2025,3,"F"
37,2025,8,"M"
36,2025,8,"M"
21,2025,12,"M"
20,2025,5,"M"
19,2025,12,"M"
27,2025,1,"M"
37,2025,2,"F"
35,2025,5,"M"
34,2025,6,"F"
36,2025,6,"F"
26,2025,6,"M"
9,2025,6,"M"
23,2025,4,"F"
32,2025,12,"M"
38,2025,12,"F"
37,2025,2,"M"
26,2025,9,"F"
18,2025,8,"F"
28,2025,3,"M"
13,2025,5,"M"
25,2025,12,"F"
21,2025,11,"F"
28,2025,2,"F"
35,2025,8,"F"
20,2025,12,"M"
25,2025,8,"F"
40,2025,8,"F"
30,2025,6,"M"
15,2025,5,"F"
14,2025,6,"M"
31,2025,3,"F"
36,2025,8,"M"
23,2025,12,"F"
39,2025,3,"F"
25,2025,11,"M"
40,2025,7,"M"
41,2025,7,"M"
29,2025,6,"M"
28,2025,6,"F"
42,2025,1,"F"
34,2025,12,"M"
25,2025,11,"M"
34,2025,11,"F"
26,2025,7,"M"
29,2025,2,"F"
20,2025,1,"M"
7,2025,7,"M"
30,2025,3,"F"
31,2025,2,"M"
36,2025,1,"F"
18,2025,12,"M"
30,2025,5,"M"
29,2025,1,"F"
32,2025,7,"F"
42,2025,3,"F"
34,2025,7,"F"
38,2025,3,"F"
23,2025,12,"M"
34,2025,7,"M"
35,2025,11,"F"
34,2025,7,"M"
13,2025,11,"M"
7,2025,1,"M"
33,2025,8,"M"
40,2025,11,"F"
26,2025,1,"M"
28,2025,4,"M"
30,2025,2,"F"
27,2025,11,"F"
14,2025,11,"F"
27,2025,11,"F"
25,2025,9,"F"
28,2025,5,"F"
32,2025,3,"F"
19,2025,9,"M"
18,2025,4,"M"
11,2025,10,"F"
22,2025,12,"F"
17,2025,6,"M"
34,2025,7,"M"
23,2025,6,"M"
40,2025,4,"M"
28,2025,2,"M"
29,2025,11,"F"
11,2025,3,"F"
23,2025,1,"M"
35,2025,4,"M"
14,2025,12,"F"
37,2025,9,"F"
22,2025,11,"M"
35,2025,7,"F"
19,2025,1,"M"
21,2025,11,"F"
32,2025,6,"F"
32,2025,10,"M"
20,2025,4,"F"
30,2025,7,"M"
22,2025,9,"F"
26,2025,10,"F"
43,2025,3,"F"
19,2025,12,"M"
31,2025,12,"M"
24,2025,4,"M"
27,2025,4,"M"
28,2025,8,"F"
32,2025,2,"M"
35,2025,2,"F"
27,2025,7,"M"
32,2025,8,"M"
33,2025,12,"M"
29,2025,9,"M"
24,2025,9,"F"
30,2025,3,"M"
35,2025,12,"M"
27,2025,6,"F"
36,2025,2,"F"
36,2025,7,"M"
30,2025,3,"F"
23,2025,12,"M"
22,2025,10,"M"
37,2025,10,"F"
40,2025,1,"M"
28,2025,3,"F"
25,2025,12,"M"
26,2025,1,"M"
33,2025,9,"M"
25,2025,4,"M"
27,2025,8,"M"
31,2025,1,"F"
35,2025,2,"F"
38,2025,11,"M"
24,2025,10,"M"
34,2025,2,"F"
25,2025,10,"F"
20,2025,10,"M"
27,2025,11,"F"
28,2025,1,"F"
18,2025,4,"F"
31,2025,8,"F"
19,2025,10,"F"
22,2025,9,"M"
28,2025,4,"F"
9,2025,6,"F"
35,2025,5,"M"
20,2025,9,"M"
18,2025,1,"M"
21,2025,11,"M"
32,2025,7,"F"
33,2025,7,"M"
35,2025,6,"F"
31,2025,9,"F"
40,2025,2,"F"
41,2025,4,"M"
25,2025,2,"M"
15,2025,11,"F"
37,2025,9,"F"
14,2025,10,"M"
36,2025,1,"M"
27,2025,2,"F"
13,2025,10,"M"
25,2025,8,"F"
35,2025,8,"M"
32,2025,8,"F"
22,2025,1,"F"
29,2025,4,"M"
25,2025,7,"F"
32,2025,7,"M"
35,2025,10,"M"
33,2025,11,"F"
33,2025,9,"F"
34,2025,9,"M"
19,2025,11,"M"
24,2025,3,"F"
22,2025,7,"M"
26,2025,5,"M"
30,2025,8,"F"
38,2025,7,"F"
19,2025,8,"F"
13,2025,3,"F"
35,2025,3,"M"
31,2025,11,"M"
28,2025,3,"M"
34,2025,6,"F"
33,2025,9,"M"
26,2025,1,"F"
36,2025,8,"F"
24,2025,12,"M"
19,2025,3,"M"
17,2025,4,"M"
24,2025,8,"M"
30,2025,1,"F"
30,2025,7,"F"
9,2025,1,"M"
16,2025,10,"M"
11,2025,4,"M"
34,2025,9,"F"
20,2025,7,"M"
34,2025,10,"M"
39,2025,11,"F"
37,2025,12,"M"
34,2025,6,"F"
38,2025,11,"M"
31,2025,3,"M"
20,2025,8,"M"
35,2025,8,"F"
24,2025,4,"M"
33,2025,8,"M"
38,2025,5,"F"
28,2025,10,"F"
27,2025,1,"M"
36,2025,10,"F"
33,2025,6,"M"
29,2025,3,"F"
23,2025,8,"F"
36,2025,3,"M"
26,2025,12,"M"
17,2025,6,"M"
27,2025,2,"M"
37,2025,6,"M"
30,2025,7,"F"
19,2025,3,"F"
13,2025,7,"F"
27,2025,5,"M"
29,2025,6,"F"
36,2025,2,"M"
38,2025,6,"M"
22,2025,6,"M"
39,2025,5,"M"
27,2025,6,"M"
13,2025,5,"M"
25,2025,10,"M"
39,2025,12,"M"
28,2025,4,"M"
18,2025,11,"M"
34,2025,4,"F"
38,2025,7,"M"
15,2025,8,"M"
26,2025,8,"M"
24,2025,12,"F"
15,2025,8,"F"
35,2025,8,"M"
35,2025,1,"F"
40,2025,1,"M"
32,2025,8,"M"
29,2025,3,"M"
30,2025,5,"F"
20,2025,7,"F"
35,2025,5,"M"
36,2025,9,"F"
20,2025,11,"F"
30,2025,3,"F"
37,2025,9,"M"
19,2025,1,"F"
33,2025,10,"F"
39,2025,3,"M"
30,2025,4,"M"
22,2025,9,"M"
19,2025,4,"F"
19,2025,1,"M"
43,2025,4,"M"
19,2025,10,"M"
29,2025,9,"F"
38,2025,7,"F"
24,2025,3,"M"
13,2025,8,"F"
17,2025,1,"F"
24,2025,5,"M"
19,2025,11,"F"
35,2025,2,"M"
17,2025,2,"M"
33,2025,5,"M"
27,2025,7,"M"
25,2025,2,"F"
31,2025,12,"F"
20,2025,11,"M"
27,2025,5,"M"
32,2025,6,"M"
28,2025,6,"F"
35,2025,3,"M"
33,2025,6,"F"
37,2025,10,"M"
25,2025,4,"F"
14,2025,12,"M"
16,2025,7,"M"
37,2025,3,"M"
20,2025,3,"M"
28,2025,5,"M"
21,2025,2,"M"
32,2025,11,"M"
31,2025,5,"M"
20,2025,2,"F"
38,2025,7,"M"
37,2025,7,"M"
27,2025,5,"M"
23,2025,4,"F"
27,2025,7,"F"
43,2025,4,"M"
14,2025,3,"M"
41,2025,5,"M"
28,2025,1,"M"
33,2025,7,"M"
33,2025,3,"M"
20,2025,11,"M"
29,2025,10,"M"
27,2025,9,"M"
33,2025,5,"M"
26,2025,5,"F"
32,2025,1,"M"
23,2025,11,"F"
32,2025,12,"F"
42,2025,12,"M"
30,2025,3,"F"
27,2025,11,"F"
34,2025,8,"M"
29,2025,9,"M"
12,2025,5,"M"
24,2025,7,"F"
33,2025,10,"F"
31,2025,11,"M"
26,2025,9,"M"
33,2025,9,"F"
20,2025,8,"F"
27,2025,2,"F"
41,2025,1,"M"
33,2025,12,"F"
31,2025,9,"F"
22,2025,1,"M"
23,2025,2,"M"
11,2025,6,"M"
23,2025,5,"M"
24,2025,9,"F"
33,2025,11,"M"
41,2025,3,"M"
27,2025,3,"F"
25,2025,4,"M"
26,2025,9,"F"
18,2025,12,"F"
24,2025,2,"M"
33,2025,2,"M"
41,2025,4,"F"
8,2025,6,"F"
33,2025,10,"M"
37,2025,9,"M"
33,2025,6,"F"
19,2025,3,"F"
42,2025,5,"F"
36,2025,11,"M"
33,2025,4,"M"
27,2025,2,"M"
40,2025,4,"F"
24,2025,7,"F"
38,2025,3,"M"
33,2025,12,"F"
10,2025,8,"F"
18,2025,10,"M"
20,2025,11,"M"
13,2025,6,"M"
19,2025,5,"M"
26,2025,7,"M"
39,2025,5,"F"
25,2025,1,"F"
31,2025,1,"M"
40,2025,1,"M"
27,2025,2,"F"
25,2025,1,"M"
27,2025,3,"M"
21,2025,12,"F"
29,2025,9,"M"
13,2025,10,"M"
27,2025,3,"F"
31,2025,11,"F"
16,2025,2,"M"
30,2025,9,"M"
28,2025,6,"F"
33,2025,11,"M"
28,2025,1,"F"
31,2025,12,"M"
21,2025,5,"F"
27,2025,1,"M"
36,2025,1,"F"
38,2025,2,"M"
15,2025,11,"M"
30,2025,8,"M"
21,2025,8,"F"
39,2025,7,"M"
26,2025,12,"F"
26,2025,10,"M"
35,2025,9,"F"
23,2025,11,"F"
32,2025,5,"F"
25,2025,3,"M"
39,2025,7,"M"
17,2025,12,"F"
19,2025,5,"M"
40,2025,2,"M"
27,2025,11,"F"
37,2025,12,"F"
11,2025,10,"F"
31,2025,6,"M"
35,2025,5,"M"
26,2025,6,"M"
38,2025,11,"M"
30,2025,1,"M"
22,2025,8,"F"
22,2025,6,"M"
24,2025,7,"M"
24,2025,3,"M"
13,2025,6,"M"
26,2025,12,"F"
28,2025,5,"M"
23,2025,5,"M"
38,2025,8,"M"
35,2025,6,"F"
14,2025,1,"F"
24,2025,7,"M"
38,2025,11,"F"
35,2025,9,"F"
35,2025,8,"M"
36,2025,11,"M"
35,2025,6,"M"
36,2025,2,"F"
27,2025,9,"M"
19,2025,7,"F"
34,2025,7,"F"
33,2025,2,"F"
14,2025,12,"F"
37,2025,11,"M"
38,2025,8,"F"
35,2025,11,"F"
17,2025,3,"F"
38,2025,3,"F"
38,2025,7,"M"
31,2025,7,"M"
17,2025,4,"F"
16,2025,12,"M"
24,2025,4,"F"
27,2025,10,"M"
40,2025,7,"M"
22,2025,7,"M"
17,2025,3,"M"
9,2025,9,"F"
37,2025,11,"M"
24,2025,5,"F"
28,2025,3,"M"
28,2025,2,"F"
28,2025,9,"M"
32,2025,12,"M"
15,2025,7,"F"
31,2025,9,"F"
39,2025,7,"M"
33,2025,10,"F"
28,2025,9,"F"
28,2025,4,"M"
22,2025,8,"M"
28,2025,1,"M"
35,2025,4,"F"
36,2025,9,"F"
41,2025,6,"M"
26,2025,2,"F"
28,2025,1,"M"
42,2025,11,"M"
34,2025,8,"M"
27,2025,4,"F"
39,2025,4,"F"
29,2025,4,"F"
37,2025,7,"F"
35,2025,10,"F"
27,2025,5,"F"
37,2025,6,"M"
27,2025,7,"F"
39,2025,2,"F"
20,2025,3,"F"
39,2025,7,"F"
6,2025,5,"M"
38,2025,5,"M"
9,2025,1,"F"
25,2025,10,"M"
33,2025,4,"M"
36,2025,3,"M"
28,2025,12,"F"
36,2025,2,"F"
29,2025,12,"M"
32,2025,1,"F"
11,2025,12,"M"
30,2025,2,"M"
36,2025,3,"F"
26,2025,4,"M"
21,2025,11,"M"
15,2025,6,"M"
17,2025,12,"M"
42,2025,11,"M"
28,2025,7,"F"
25,2025,5,"M"
16,2025,8,"F"
35,2025,1,"M"
35,2025,5,"F"
26,2025,7,"M"
26,2025,1,"F"
36,2025,11,"M"
29,2025,5,"M"
38,2025,3,"F"
14,2025,1,"F"
29,2025,2,"M"
22,2025,5,"M"
34,2025,6,"M"
21,2025,8,"M"
17,2025,7,"F"
27,2025,9,"F"
35,2025,1,"F"
21,2025,1,"F"
30,2025,7,"F"
23,2025,11,"M"
29,2025,6,"F"
14,2025,1,"F"
25,2025,6,"M"
32,2025,3,"F"
28,2025,6,"F"
38,2025,1,"M"
38,2025,12,"F"
12,2025,5,"M"
37,2025,7,"M"
22,2025,11,"M"
25,2025,2,"M"
30,2025,8,"F"
16,2025,1,"F"
36,2025,3,"F"
25,2025,3,"M"
31,2025,11,"M"
35,2025,3,"F"
23,2025,4,"M"
17,2025,6,"M"
20,2025,7,"M"
31,2025,3,"M"
36,2025,9,"M"
42,2025,4,"F"
18,2025,9,"F"
25,2025,11,"M"
33,2025,9,"F"
27,2025,6,"F"
17,2025,11,"F"
18,2025,9,"F"
38,2025,1,"F"
26,2025,11,"M"
29,2025,5,"M"
27,2025,9,"F"
38,2025,1,"M"
16,2025,5,"F"
27,2025,2,"F"
31,2025,11,"F"
31,2025,4,"M"
41,2025,6,"M"
34,2025,2,"M"
24,2025,5,"M"
29,2025,3,"M"
35,2025,6,"M"
23,2025,9,"F"
33,2025,7,"M"
37,2025,4,"M"
11,2025,4,"M"
31,2025,8,"M"
37,2025,11,"F"
35,2025,7,"F"
36,2025,2,"F"
19,2025,7,"F"
38,2025,12,"M"
35,2025,6,"F"
36,2025,4,"M"
29,2025,5,"M"
16,2025,8,"F"
12,2025,5,"F"
24,2025,1,"M"
19,2025,10,"M"
14,2025,4,"F"
17,2025,11,"F"
25,2025,8,"M"
41,2025,10,"M"
30,2025,11,"F"
33,2025,12,"M"
40,2025,3,"M"
39,2025,3,"M"
41,2025,6,"M"
14,2025,1,"M"
35,2025,8,"F"
14,2025,12,"F"
14,2025,1,"F"
15,2025,1,"F"
31,2025,5,"M"
24,2025,7,"M"
15,2025,2,"F"
40,2025,5,"M"
33,2025,9,"M"
18,2025,11,"F"
41,2025,9,"F"
33,2025,10,"M"
15,2025,2,"M"
18,2025,11,"F"
18,2025,11,"F"
32,2025,10,"M"
28,2025,8,"M"
31,2025,4,"F"
34,2025,3,"M"
28,2025,9,"F"
31,2025,12,"M"
38,2025,8,"F"
40,2025,1,"F"
25,2025,10,"F"
27,2025,11,"F"
32,2025,2,"F"
35,2025,8,"M"
33,2025,11,"M"
33,2025,2,"M"
38,2025,4,"F"
32,2025,12,"F"
22,2025,10,"F"
35,2025,3,"M"
27,2025,8,"M"
27,2025,1,"F"
31,2025,6,"M"
16,2025,9,"M"
30,2025,8,"F"
33,2025,1,"M"
19,2025,9,"F"
31,2025,4,"M"
32,2025,12,"F"
33,2025,12,"F"
31,2025,1,"M"
16,2025,4,"F"
26,2025,7,"F"
32,2025,1,"M"
37,2025,4,"M"
37,2025,7,"F"
30,2025,11,"F"
38,2025,10,"M"
24,2025,10,"F"
21,2025,10,"F"
32,2025,5,"M"
24,2025,10,"M"
21,2025,10,"F"
40,2025,10,"F"
33,2025,9,"F"
25,2025,3,"M"
21,2025,1,"M"
26,2025,1,"M"
15,2025,1,"F"
27,2025,10,"F"
20,2025,3,"M"
14,2025,11,"M"
16,2025,4,"F"
29,2025,2,"F"
25,2025,8,"M"
31,2025,2,"F"
14,2025,12,"F"
20,2025,5,"M"
39,2025,11,"F"
16,2025,10,"F"
34,2025,12,"M"
37,2025,11,"F"
12,2025,12,"F"
22,2025,10,"M"
35,2025,10,"M"
29,2025,10,"M"
43,2025,2,"M"
36,2025,10,"M"
23,2025,7,"F"
33,2025,10,"F"
38,2025,2,"M"
20,2025,3,"F"
17,2025,1,"M"
27,2025,7,"M"
24,2025,7,"M"
23,2025,11,"F"
19,2025,3,"M"
29,2025,12,"F"
23,2025,2,"M"
