"length","weight","sex","maturity"
37,366.1,"F","1"
35,277,"M","3"
28,138.6,"F","4"
31,241.5,"F","3"
27,171.4,"M","3"
36,339.3,"F","3"
28,150.7,"F","1"
26,135.1,"M","1"
30,219.3,"M","4"
39,443.5,"M","1"
26,122.4,"M","2"
30,201,"F","4"
27,145.4,"M","2"
18,49.5,"F","3"
37,336,"F","2"
35,296.3,"F","3"
23,87.8,"M","4"
21,78.7,"F","1"
23,81.1,"F","3"
26,147.4,"M","4"
23,107,"F","4"
38,331.5,"F","1"
20,64.9,"F","2"
20,62.2,"F","3"
30,230.7,"F","2"
33,234.1,"M","1"
31,206.2,"F","1"
23,98.3,"F","3"
28,176.8,"F","3"
32,229.8,"F","3"
32,245.1,"M","2"
23,109.8,"M","4"
32,243.2,"F","1"
36,362.8,"F","2"
35,317.7,"M","3"
43,570,"F","4"
22,93.9,"F","3"
27,155.6,"M","2"
18,37.3,"F","2"
36,440.9,"M","2"
27,133,"M","4"
32,258.8,"M","1"
28,141.5,"M","2"
8,4.3,"M","2"
33,242.5,"F","4"
13,17.3,"F","2"
41,476.4,"M","2"
29,153.2,"M","2"
29,173.3,"M","4"
37,359.1,"M","2"
20,49.8,"M","1"
33,250.7,"M","2"
38,395.5,"F","3"
38,409.4,"F","4"
34,282.6,"F","3"
25,90.9,"M","1"
28,173.6,"M","3"
19,45.7,"M","2"
23,105.3,"M","2"
34,286.2,"M","3"
25,108.1,"M","2"
28,161.2,"F","3"
31,178.1,"M","2"
21,71.2,"F","1"
25,105.5,"M","3"
32,220.4,"M","2"
30,154.4,"M","3"
28,168,"M","4"
34,264.9,"M","4"
34,325.3,"F","2"
27,138.5,"F","1"
36,322.6,"M","3"
28,162.3,"M","2"
30,168.1,"M","1"
33,239,"F","2"
26,139,"M","3"
15,27.3,"F","2"
32,194.7,"M","2"
24,108.2,"F","4"
28,158,"M","4"
38,380.2,"F","1"
25,93,"M","1"
34,279.7,"M","4"
31,209.7,"F","3"
36,285.6,"M","3"
38,368.3,"M","3"
9,5.4,"M","1"
39,406.8,"F","3"
32,271,"F","4"
38,316.4,"M","3"
25,104.1,"F","1"
23,109.4,"F","4"
39,389.7,"F","2"
29,191.1,"F","2"
25,108.8,"M","2"
36,325.6,"M","1"
31,238.5,"F","3"
41,503.7,"M","1"
17,42.3,"F","3"
21,71.1,"F","4"
36,342.1,"M","2"
26,164.4,"M","4"
31,292.3,"F","1"
37,426.6,"M","3"
35,270.6,"F","3"
19,39.2,"F","1"
24,101,"F","4"
18,46.5,"M","3"
13,19.7,"M","3"
21,68.9,"F","2"
17,38.8,"M","2"
36,345.3,"M","3"
33,238.1,"M","3"
30,212.4,"F","1"
42,617.3,"F","2"
24,82.7,"F","2"
39,356.8,"M","3"
23,93.3,"M","2"
34,319.2,"M","3"
31,187.1,"M","2"
23,88.6,"F","4"
39,466.6,"F","4"
36,317.4,"F","3"
11,13.2,"M","4"
37,360.2,"F","2"
29,164.5,"F","4"
29,174.4,"F","4"
39,457.9,"F","3"
37,352.5,"F","2"
26,127.1,"F","3"
34,268.3,"M","3"
27,160.4,"M","1"
32,178.1,"F","2"
35,310.8,"F","4"
14,23.1,"M","4"
27,107.7,"M","1"
35,302.7,"F","2"
40,365.1,"F","2"
25,129.7,"M","1"
29,170.9,"F","4"
35,369.1,"M","3"
38,312.5,"M","4"
26,116.6,"F","2"
35,266.8,"F","4"
34,262.2,"F","4"
19,51,"M","1"
28,143.9,"F","4"
30,203.6,"F","1"
29,141.9,"F","3"
29,183.4,"M","3"
21,65,"F","1"
26,98.3,"F","4"
35,269.8,"F","2"
42,559.4,"F","4"
20,53.4,"M","1"
35,278.2,"M","2"
35,327.5,"F","1"
29,220.2,"F","3"
31,205,"F","2"
28,195.4,"F","2"
39,509.2,"F","3"
19,48.9,"M","3"
25,112.5,"M","1"
39,478.7,"F","4"
39,436.5,"F","2"
37,383,"F","1"
29,172.7,"F","4"
18,38.8,"M","3"
26,135.1,"F","3"
42,450.9,"F","4"
21,74.5,"M","4"
36,323.3,"M","2"
41,474.1,"M","2"
33,271.1,"F","4"
24,86.4,"F","1"
28,153.6,"F","3"
39,423.3,"M","4"
22,83,"F","3"
24,113.5,"M","2"
34,264.3,"F","2"
26,131.3,"M","3"
38,362.1,"M","3"
20,69.8,"M","3"
30,177.3,"M","4"
26,149.7,"F","2"
31,196.2,"F","4"
30,219.6,"F","1"
17,33.4,"F","1"
8,3.9,"M","4"
33,248.7,"F","3"
36,418.1,"M","1"
37,323,"F","2"
8,4.6,"M","4"
30,181.9,"M","1"
37,377.5,"M","4"
22,63.2,"F","3"
39,471.5,"F","1"
29,183.7,"M","1"
14,24.7,"F","1"
22,78.4,"M","1"
26,190,"F","4"
35,359.1,"M","1"
25,131.8,"F","1"
33,262.7,"M","1"
42,506.6,"F","4"
33,268.9,"M","1"
30,184.2,"M","4"
25,123.9,"F","1"
32,211.7,"M","1"
29,182.1,"M","2"
35,324,"F","4"
19,57.6,"M","4"
23,69,"M","3"
25,116.4,"M","2"
41,406,"M","1"
34,318.7,"F","1"
30,157.2,"M","2"
28,173.5,"M","2"
28,159.4,"M","4"
18,51.6,"M","2"
42,504.4,"M","3"
19,43.7,"M","3"
30,171,"F","4"
32,236.3,"M","4"
15,24.7,"F","4"
32,198.5,"M","4"
40,520.7,"M","2"
25,110.7,"M","1"
35,269.3,"F","2"
19,49.1,"F","2"
10,7.6,"M","2"
25,137.7,"M","2"
29,190.9,"M","2"
23,101,"M","1"
29,168.2,"M","1"
29,199.7,"M","2"
20,70.6,"M","1"
25,114.3,"M","1"
35,287.3,"M","2"
34,306.8,"M","3"
28,128.4,"F","3"
28,171.1,"F","1"
39,461.7,"F","2"
36,311.9,"M","4"
39,380.2,"F","2"
16,30.4,"M","2"
18,35.6,"F","2"
26,125.2,"M","2"
28,158.5,"F","4"
31,216.8,"F","1"
37,393.9,"F","1"
35,380.2,"M","1"
10,6.8,"F","1"
28,163.3,"M","4"
40,425.8,"F","2"
32,271.3,"F","2"
18,37.8,"F","2"
33,219,"M","3"
38,348,"M","3"
20,69.4,"M","2"
31,232.6,"F","4"
17,37.3,"F","1"
23,85.2,"F","2"
27,119.5,"F","3"
20,65.5,"M","3"
38,417.9,"F","3"
27,166.4,"F","2"
23,80.6,"M","2"
36,348.3,"M","2"
24,99.8,"M","1"
23,91.3,"F","3"
22,89.1,"M","4"
34,289.9,"F","1"
24,110.4,"M","3"
24,93.7,"F","1"
33,230,"F","3"
27,120.1,"M","2"
30,195.6,"F","4"
35,327.5,"M","4"
30,170.9,"F","2"
24,107.4,"F","1"
26,122.9,"M","4"
18,41.3,"M","2"
35,356.1,"F","2"
39,472,"F","2"
26,127.8,"M","1"
32,251.2,"M","1"
36,284.8,"M","4"
28,149.3,"M","2"
13,17.6,"F","4"
20,54.4,"F","2"
33,288.7,"F","3"
33,255.7,"F","4"
26,139.4,"M","2"
13,19.9,"M","3"
32,213.5,"F","4"
38,361.6,"F","2"
37,450.6,"F","3"
28,179.5,"M","4"
16,34.7,"M","3"
28,155.9,"M","2"
34,297.3,"F","1"
23,83.2,"F","3"
30,202.5,"M","4"
39,354.5,"F","4"
40,454.1,"F","3"
28,141.4,"M","2"
27,150.9,"M","4"
26,126.2,"F","4"
33,246.9,"M","1"
31,179,"F","4"
26,131,"F","1"
29,187.1,"F","4"
26,114.5,"F","3"
21,67.8,"M","1"
35,301.5,"F","3"
16,30.5,"F","3"
36,342.3,"F","4"
32,218.3,"M","4"
21,63.6,"M","3"
34,352.4,"M","3"
21,72.6,"F","2"
27,181.6,"F","2"
37,304.1,"F","2"
37,360.8,"M","2"
27,145.6,"M","3"
21,74.7,"M","3"
42,515.2,"F","2"
27,138.3,"F","4"
21,68.3,"M","3"
31,200,"F","2"
19,69.3,"M","3"
37,347.3,"F","1"
31,273.4,"F","4"
22,69.7,"M","1"
23,104.8,"F","4"
21,61.9,"F","2"
17,43.9,"F","3"
31,166.3,"F","3"
14,20.6,"M","2"
26,104.2,"M","4"
13,19,"F","3"
30,161.1,"F","1"
26,113.8,"M","2"
29,154.9,"M","2"
29,192.8,"M","4"
29,162.4,"F","3"
39,410.6,"F","2"
32,204,"M","2"
30,189.7,"F","1"
31,202.4,"M","2"
27,140.4,"F","3"
41,429.7,"M","4"
21,71.3,"F","2"
29,147.3,"M","4"
38,351.8,"M","4"
41,444.4,"M","3"
32,237,"F","3"
19,54.2,"M","3"
33,249.9,"F","2"
18,43.7,"M","3"
30,166.9,"F","2"
27,166.3,"F","2"
39,477.9,"M","2"
21,73.8,"F","4"
12,12.2,"M","1"
40,531.6,"M","2"
32,224.1,"F","1"
37,315.1,"M","2"
35,274.4,"F","4"
27,143.4,"F","1"
16,31.1,"M","1"
33,294.9,"M","2"
34,235.3,"F","1"
33,250.5,"M","1"
30,191.4,"M","4"
38,412.6,"F","1"
19,46.7,"F","2"
38,442.4,"F","1"
25,110.9,"F","1"
31,199.6,"M","1"
30,201.5,"M","1"
30,170.6,"F","2"
20,65.4,"F","2"
34,267.1,"M","2"
14,20.3,"M","3"
27,119.1,"M","3"
35,285.1,"M","4"
25,102.6,"F","2"
38,387.6,"M","2"
32,205.1,"F","4"
14,20.6,"M","4"
8,4,"M","4"
26,145.3,"F","1"
17,35.6,"M","3"
35,360.5,"F","1"
29,160.4,"M","3"
24,94.9,"F","1"
12,13.1,"F","1"
27,133.2,"F","1"
35,293.1,"F","3"
33,339.3,"M","4"
20,63,"F","1"
32,242.1,"M","1"
26,121.8,"F","3"
25,113,"M","4"
29,206.6,"M","3"
32,187.3,"M","2"
15,26.5,"F","4"
17,43.5,"M","4"
35,309.7,"F","3"
33,260.5,"M","1"
34,351.9,"M","1"
35,306.6,"M","3"
39,394,"F","3"
37,374.7,"F","3"
31,250,"F","2"
24,122.2,"F","3"
22,62.7,"M","4"
36,348.9,"M","4"
41,490.1,"M","2"
31,272.4,"M","3"
22,63.8,"F","4"
24,98.1,"M","1"
21,70.6,"M","2"
27,143.5,"F","2"
19,53.1,"M","1"
28,134.9,"F","3"
25,110.8,"F","2"
19,44.6,"F","4"
31,174.3,"M","3"
24,93,"M","3"
36,354.3,"M","4"
13,15,"M","1"
20,49.3,"F","1"
35,364.7,"M","2"
33,207.9,"F","3"
25,111.1,"M","4"
14,19.3,"M","1"
35,289.1,"M","3"
32,220.4,"F","4"
34,264.4,"M","4"
33,277,"F","1"
21,58.7,"F","4"
21,71.3,"M","1"
14,18.8,"F","1"
8,3.8,"F","4"
30,192.9,"M","1"
31,225,"M","3"
16,30.7,"M","4"
30,216.7,"M","1"
29,181.9,"F","3"
31,205.3,"F","3"
25,136.3,"F","3"
22,70.9,"F","1"
27,157.3,"F","1"
32,201.2,"M","1"
27,138.4,"F","2"
8,4,"F","2"
30,223.5,"M","3"
38,415.7,"F","3"
35,320.1,"F","2"
8,3.8,"F","3"
25,112.5,"F","1"
37,261,"M","2"
37,314.6,"M","1"
22,75.1,"F","1"
36,410.9,"F","4"
35,253.4,"M","3"
24,92.5,"F","3"
25,115.2,"M","1"
33,281.1,"M","2"
17,40.1,"F","2"
38,356.3,"F","2"
30,193,"M","3"
34,252.7,"F","1"
18,39.6,"M","1"
20,63.4,"F","2"
24,92.3,"F","1"
34,236.7,"M","3"
17,38.6,"F","2"
30,215.8,"M","2"
20,45.7,"F","1"
28,175.3,"F","4"
38,409.8,"M","3"
21,71.1,"F","3"
22,67.6,"F","1"
40,478.5,"F","3"
34,241.8,"M","4"
26,130.2,"F","3"
37,329.1,"M","3"
23,93.8,"F","2"
22,73.4,"M","4"
31,205.4,"M","4"
26,152.2,"F","4"
41,460.9,"F","3"
13,13.2,"F","3"
30,191.9,"F","2"
38,456.5,"M","2"
28,158.4,"M","2"
34,231.8,"F","1"
21,64.8,"F","4"
15,28.5,"F","3"
29,181.7,"M","3"
29,235,"F","1"
36,333.4,"F","1"
37,269.5,"F","3"
32,279,"F","4"
19,55.5,"F","1"
17,37.5,"M","2"
14,23.4,"F","2"
17,33.5,"F","3"
40,442.7,"F","2"
35,309.2,"F","3"
36,294.7,"F","1"
39,442.5,"F","1"
36,279.7,"M","4"
26,165.7,"F","3"
26,137.6,"F","4"
29,151.3,"F","2"
25,115.7,"M","2"
33,274.1,"F","2"
8,4.3,"M","4"
26,131.2,"M","1"
24,71.6,"F","2"
23,74.6,"F","2"
21,78.7,"F","1"
42,530.9,"F","3"
28,201.1,"F","3"
28,142.3,"M","2"
16,27.9,"M","2"
15,26.1,"F","3"
31,170.5,"M","2"
38,369.2,"F","2"
39,373.3,"F","1"
31,206.3,"F","4"
31,193.4,"M","2"
29,165.6,"M","1"
20,56,"F","3"
23,105.1,"F","4"
33,256.3,"M","4"
21,67,"M","2"
19,54.7,"F","3"
23,82.5,"M","3"
25,125.8,"M","3"
32,232.1,"M","2"
32,228.8,"M","2"
41,418.3,"M","4"
21,58.5,"M","3"
40,438.7,"F","3"
29,165.2,"F","1"
17,34,"M","3"
24,94.4,"M","4"
38,324.7,"F","4"
34,275.6,"F","2"
30,167.4,"M","1"
37,347.5,"M","1"
23,80.3,"F","2"
26,124.6,"M","2"
38,379.6,"M","4"
28,147.7,"M","3"
32,220.6,"F","2"
32,243.7,"M","4"
23,78.6,"F","2"
39,414.8,"F","1"
39,422.4,"M","3"
41,564,"F","4"
20,66.2,"M","2"
19,63.1,"F","4"
42,547.5,"M","4"
25,100.6,"M","4"
27,122.9,"M","2"
26,123.2,"F","3"
35,324.8,"M","3"
33,221,"F","2"
27,167.9,"F","4"
37,401.4,"M","2"
24,71.7,"M","3"
31,194.5,"M","3"
21,77.7,"F","3"
38,363.7,"F","1"
17,36.3,"M","4"
42,491.3,"F","3"
25,104,"F","3"
28,163.6,"M","4"
36,299.1,"M","3"
12,12,"F","2"
41,531.9,"F","3"
27,122.2,"M","3"
17,33.2,"M","4"
18,39.1,"F","3"
19,47.4,"F","4"
42,537.5,"M","4"
18,48.4,"M","2"
16,27.7,"F","1"
12,14.9,"M","3"
36,371,"M","2"
24,99.8,"M","2"
15,21.8,"F","1"
41,491.5,"F","1"
34,279.3,"F","2"
22,72.2,"F","3"
18,42.2,"M","3"
23,84.4,"F","3"
11,12,"M","2"
34,277.4,"M","2"
24,90.2,"M","4"
27,153.5,"F","3"
23,109.7,"M","4"
20,72.6,"M","4"
40,410.5,"F","3"
29,139.4,"F","3"
32,189.4,"M","2"
31,225.2,"M","2"
36,293.4,"F","2"
26,122.1,"M","3"
36,325.5,"M","2"
24,97.4,"F","2"
28,160.7,"F","2"
35,324.5,"M","3"
20,53.6,"F","2"
33,271.5,"F","4"
38,421.3,"M","3"
34,308.7,"M","2"
39,464.4,"F","3"
40,324.2,"F","4"
13,16.8,"M","3"
33,290.9,"F","3"
28,162.6,"M","3"
22,84.1,"F","4"
20,53.5,"F","4"
33,257.6,"F","2"
38,402.5,"F","4"
28,135.2,"M","4"
29,213.4,"M","3"
37,377,"M","2"
29,161.6,"M","2"
31,220.8,"F","2"
33,273.1,"F","3"
19,48.8,"F","1"
25,126.2,"F","4"
16,34.4,"F","2"
12,13.2,"F","2"
33,216.9,"M","2"
30,170.8,"M","1"
18,41.3,"M","3"
31,204.6,"M","1"
40,464.7,"M","3"
15,28.7,"F","3"
31,231.5,"M","4"
16,32.5,"M","3"
30,203.7,"M","1"
32,250,"F","4"
35,350.7,"M","4"
28,144.4,"F","3"
37,308.8,"F","3"
35,265,"F","1"
29,150.5,"M","1"
31,226.6,"F","1"
29,156.5,"F","4"
20,56.8,"M","1"
29,168,"M","3"
39,355.7,"F","4"
37,294,"F","3"
24,109.6,"M","1"
12,16,"F","3"
22,85.2,"F","4"
32,273,"M","3"
37,403.1,"F","1"
34,272.6,"M","4"
33,247.1,"F","2"
34,330.9,"M","4"
41,425.6,"F","1"
28,190.9,"M","4"
38,415.7,"F","4"
9,6.5,"F","3"
31,203.5,"M","1"
26,123.9,"F","4"
16,30.2,"M","4"
17,35.9,"M","2"
25,138.5,"M","1"
23,101.2,"M","2"
29,171.5,"F","3"
27,176.6,"F","3"
20,51.9,"F","1"
22,80.8,"F","4"
34,258.6,"M","1"
31,213,"M","3"
31,200.6,"F","3"
8,3.8,"F","3"
35,275.9,"M","1"
25,118.6,"M","1"
30,190.1,"F","1"
14,18.9,"M","2"
29,140.5,"M","4"
30,235.3,"F","3"
36,284.6,"F","4"
17,34.4,"F","4"
31,240.1,"F","4"
27,135.5,"M","4"
34,271.7,"M","1"
29,137.6,"F","1"
35,268.8,"M","1"
30,194,"F","1"
33,257.3,"M","1"
15,26.8,"F","1"
40,444.9,"F","1"
17,31.8,"M","2"
42,503.1,"F","3"
40,475,"M","4"
39,378.8,"F","1"
26,107.9,"F","2"
30,190.3,"M","1"
34,252.4,"F","3"
41,397.5,"M","2"
27,144.2,"M","3"
33,283.5,"M","4"
21,68.2,"M","4"
35,239.9,"M","4"
22,62.4,"M","3"
27,156.7,"M","1"
37,359.1,"F","2"
37,299.4,"M","2"
24,91.3,"M","1"
22,82.8,"M","1"
35,301.6,"F","4"
26,124.8,"M","1"
32,246.5,"F","2"
25,111.9,"M","3"
32,209.5,"M","4"
19,68.3,"M","4"
30,220.7,"M","4"
22,83.3,"M","1"
20,62.7,"M","4"
32,195.3,"M","3"
32,214.2,"M","3"
15,26.3,"F","4"
38,366.3,"M","1"
24,101.3,"M","4"
37,406.4,"F","4"
38,322.4,"M","1"
30,177.1,"F","1"
23,109,"F","3"
18,46.3,"M","2"
8,4,"M","1"
13,15.7,"F","1"
30,227.3,"M","1"
19,51.4,"M","2"
31,214.8,"F","2"
27,142.8,"F","1"
34,246.5,"M","1"
29,174.1,"F","4"
34,345.5,"F","1"
28,188.8,"F","1"
15,24.6,"F","3"
34,312.8,"F","3"
39,438.5,"M","3"
15,24.6,"M","1"
18,47.6,"M","1"
16,27.2,"M","4"
27,139.1,"M","1"
21,70.9,"F","1"
37,388.7,"F","4"
30,206.3,"M","2"
40,335.8,"F","1"
32,232.9,"M","2"
38,359,"M","1"
27,131.4,"M","2"
35,296.6,"F","1"
37,394.5,"M","2"
42,554.7,"F","1"
35,337.3,"F","4"
30,178.5,"M","2"
18,41.1,"M","3"
23,119.4,"F","2"
22,72.2,"M","4"
32,220.5,"M","1"
12,11.4,"M","4"
28,197.7,"M","2"
38,367.9,"M","2"
22,76.1,"F","4"
24,104.1,"M","4"
21,74.8,"F","1"
39,362.2,"F","4"
19,47.4,"M","4"
37,314.2,"F","2"
20,54.3,"F","4"
24,82.5,"M","1"
26,121.2,"M","2"
30,205.5,"F","1"
35,259.1,"M","1"
25,102.1,"F","2"
26,133.1,"F","1"
10,8.5,"F","3"
26,135.8,"M","1"
39,335.2,"M","4"
35,313,"M","2"
30,226.6,"F","1"
8,4.1,"M","3"
31,267,"M","2"
29,174.4,"F","4"
37,349.6,"M","2"
14,22.8,"M","3"
32,216.6,"F","1"
30,208,"F","3"
13,14.7,"M","3"
20,65.4,"F","1"
14,19.9,"M","1"
31,241,"F","1"
29,152.3,"F","4"
33,264.2,"M","1"
20,58.6,"M","2"
31,279,"F","4"
23,91.9,"M","2"
29,213.6,"M","4"
36,435.1,"F","4"
31,205.2,"M","3"
17,32.6,"M","4"
18,39.3,"F","1"
17,39.6,"F","2"
39,292.4,"M","4"
25,119,"F","1"
41,454.8,"F","4"
23,82.5,"M","3"
37,347.8,"F","4"
38,486.2,"M","3"
17,33,"M","2"
33,232.5,"M","3"
19,49.5,"F","2"
40,429.2,"M","2"
16,31,"M","1"
37,357.4,"M","2"
23,76.6,"F","2"
33,249.4,"M","4"
8,3.3,"F","2"
32,272.2,"M","2"
31,180.9,"F","2"
32,192.6,"M","1"
25,96.3,"M","3"
34,353.2,"M","3"
15,26.3,"M","3"
33,274.7,"M","1"
30,209,"F","1"
32,206.7,"F","4"
38,372.3,"F","1"
29,182.8,"M","4"
39,497.6,"M","2"
37,342.1,"M","1"
33,240,"M","1"
39,379.7,"F","1"
17,40.5,"M","2"
27,155.7,"M","3"
40,490.8,"F","2"
33,250.7,"M","4"
35,272.4,"M","3"
36,326.9,"M","1"
33,257.8,"F","4"
33,228.9,"M","2"
31,204.6,"M","2"
22,95.4,"M","2"
40,412.3,"M","2"
42,457.3,"F","4"
34,278.8,"F","3"
20,71.3,"F","1"
27,132.3,"M","1"
32,193.7,"M","4"
37,325.6,"F","2"
29,154.6,"M","1"
21,90.7,"M","4"
26,113.9,"F","2"
31,193.3,"F","1"
16,37.5,"F","2"
26,108.2,"M","3"
14,20.2,"M","4"
33,309.2,"F","4"
34,346.6,"M","2"
25,109,"F","4"
27,137.8,"M","1"
28,155.4,"F","2"
27,143.7,"M","4"
36,290.7,"M","2"
41,422.5,"M","1"
35,335.7,"F","2"
27,158.5,"M","1"
32,220.5,"F","3"
20,48.6,"F","1"
21,56.1,"F","3"
25,146.6,"F","4"
43,576.3,"F","3"
31,230.1,"F","3"
31,209.1,"F","4"
28,132.2,"M","2"
31,194.3,"M","4"
24,89.9,"F","1"
17,43.5,"M","4"
15,22.5,"M","2"
22,66.2,"M","3"
28,152.3,"M","1"
38,337.3,"F","1"
41,429.1,"M","1"
33,239.9,"M","2"
35,272.2,"M","2"
28,177.6,"M","4"
36,300.9,"M","4"
27,152.3,"M","1"
21,57.2,"M","3"
19,57.9,"F","2"
36,329.4,"M","4"
13,15.9,"F","3"
14,21.5,"F","1"
35,333.3,"F","1"
24,90.7,"M","3"
21,65.3,"M","1"
38,318.9,"F","3"
34,283.6,"F","1"
32,188,"F","4"
23,92.6,"M","4"
25,138.1,"M","2"
22,76.6,"M","3"
21,63.6,"F","3"
30,155.3,"F","3"
32,214.2,"F","2"
20,70.8,"F","4"
23,109.3,"M","4"
39,359.6,"F","2"
32,241.6,"M","1"
32,258.2,"F","1"
27,136.8,"F","2"
36,261,"F","1"
29,185.7,"M","3"
24,106.8,"M","2"
29,138,"M","4"
24,116,"F","1"
31,218.8,"F","4"
38,429,"M","4"
19,52.6,"F","4"
8,3.7,"M","1"
31,231.7,"F","1"
26,131,"M","2"
27,122.9,"M","3"
16,31.1,"M","1"
31,231.5,"F","3"
23,82.9,"F","4"
22,77.9,"M","4"
37,296.7,"F","3"
31,198.3,"F","2"
37,294.3,"M","2"
34,238.7,"F","2"
31,209.9,"M","1"
36,361.5,"F","4"
30,178.3,"M","4"
12,15.8,"F","4"
21,65.8,"M","4"
17,34.5,"F","2"
38,390.4,"F","2"
36,339.3,"M","3"
35,294.1,"M","1"
34,281.7,"M","1"
33,228.2,"F","3"
32,212.3,"F","2"
36,315.3,"F","2"
29,143.2,"F","4"
24,106,"F","2"
40,531.6,"M","2"
21,70.1,"F","3"
39,443.3,"M","1"
26,148.3,"F","3"
29,171.4,"M","1"
31,206.4,"F","4"
28,113.4,"F","1"
34,250.2,"M","4"
26,144.2,"F","3"
35,327.8,"M","3"
26,131.6,"F","3"
22,72.8,"F","2"
34,284,"M","4"
34,262.8,"M","4"
24,95.2,"F","2"
31,207.9,"F","2"
35,349,"F","3"
29,194.1,"F","1"
30,169.5,"M","4"
29,207.7,"F","3"
15,21.5,"M","1"
24,100.9,"M","1"
23,64,"F","2"
33,253.4,"M","4"
32,210.8,"F","4"
43,511.1,"M","4"
32,225.8,"F","1"
14,20.7,"M","4"
12,11.4,"M","4"
9,5.7,"M","1"
21,85.2,"F","3"
27,185.2,"F","1"
36,332.8,"M","3"
22,76.6,"M","4"
18,43.4,"M","4"
31,201.5,"F","1"
27,128.7,"M","1"
42,596.9,"M","2"
36,321.7,"M","2"
24,90.9,"M","1"
35,322.4,"M","1"
18,43.6,"M","4"
36,305.7,"F","2"
38,341.1,"F","2"
40,496.3,"M","2"
24,102,"F","2"
38,412.5,"M","2"
39,343.4,"F","2"
41,457.9,"M","1"
35,297.2,"F","3"
25,118.5,"F","2"
26,118.7,"M","2"
38,302.8,"F","1"
23,78.4,"M","2"
34,330.2,"F","3"
14,20.4,"F","1"
25,124.8,"M","4"
32,205,"F","1"
30,237.5,"F","4"
10,7.6,"M","4"
29,187.4,"M","2"
37,318.6,"M","3"
32,208.3,"M","3"
39,357.1,"F","1"
25,119.5,"M","4"
23,83.1,"M","3"
12,14.7,"M","2"
30,207.8,"F","4"
26,133.9,"M","4"
25,107.2,"M","1"
15,28.7,"M","2"
25,123.9,"F","2"
33,220.4,"F","3"
37,357.7,"F","2"
18,52.5,"M","3"
18,34.1,"M","4"
33,298.9,"M","1"
22,71.3,"F","2"
21,57.4,"M","2"
39,366.3,"F","1"
29,157,"M","1"
26,132.4,"F","2"
18,45.9,"F","2"
31,196.7,"F","1"
34,286.8,"F","2"
34,268.1,"M","1"
27,142.3,"F","2"
29,224.3,"M","1"
35,290.4,"M","4"
41,540.9,"F","2"
37,319.5,"M","1"
36,331,"F","3"
28,183.3,"M","4"
15,29.9,"M","2"
30,174.7,"M","4"
35,250.5,"F","1"
25,106.8,"M","1"
38,348.1,"M","4"
19,42.2,"F","1"
34,230.7,"F","4"
38,445.6,"M","4"
30,172.2,"M","4"
25,115.3,"M","2"
22,69,"F","1"
21,62.2,"M","3"
32,257.8,"M","3"
34,263.6,"M","4"
21,77.6,"M","2"
12,11.4,"F","4"
25,95.6,"M","3"
22,69.4,"F","4"
22,98.9,"M","2"
30,227.4,"F","4"
16,24.1,"M","3"
37,302.5,"M","1"
26,145.3,"M","3"
26,139.8,"M","4"
23,85.8,"F","1"
25,113.5,"M","2"
26,174.3,"M","3"
29,201.1,"F","2"
12,13.2,"F","4"
34,314.7,"M","4"
20,60.2,"F","4"
21,74.3,"F","2"
32,305.5,"M","4"
26,124.8,"F","1"
31,221.3,"M","4"
21,73.6,"F","4"
23,75.8,"M","3"
22,73.5,"F","1"
30,156.7,"M","3"
23,74.6,"F","1"
25,106.1,"F","3"
40,525,"M","4"
18,43.7,"F","3"
30,186.4,"M","2"
32,208.6,"F","2"
25,118.4,"F","3"
26,101.7,"M","1"
36,360.4,"F","1"
24,96.1,"M","3"
35,283.1,"F","4"
29,184.4,"M","3"
36,343.2,"M","2"
35,358.8,"M","3"
31,189.9,"M","2"
27,119.1,"M","4"
33,244.1,"F","4"
18,48.7,"F","4"
27,153.4,"F","1"
34,321.1,"F","3"
27,128.6,"M","3"
24,113.3,"F","1"
29,207.3,"F","2"
35,276.8,"F","4"
29,152.9,"F","4"
29,182.3,"F","3"
33,262.7,"F","1"
28,145.1,"F","4"
28,167.5,"F","4"
14,19.5,"M","2"
24,110.1,"F","1"
21,63,"F","2"
40,523.3,"F","1"
31,225.1,"M","4"
29,217.2,"F","4"
10,6.6,"F","3"
18,37,"M","1"
32,263.5,"M","3"
26,120.8,"M","1"
41,515.1,"F","2"
36,294.4,"F","1"
40,379.6,"F","4"
37,383.2,"M","4"
20,51.9,"F","3"
18,40.6,"M","1"
33,266.7,"M","1"
40,397.3,"M","3"
14,19.9,"F","1"
37,389.9,"M","2"
38,410.7,"M","1"
37,279.4,"F","2"
25,115.3,"M","3"
34,249.9,"F","2"
28,185.3,"F","1"
25,139,"F","1"
17,35.6,"M","1"
34,271.3,"M","4"
27,131.8,"F","2"
32,215.3,"M","1"
27,121,"M","2"
19,51,"M","4"
31,241.3,"F","4"
23,102.7,"M","4"
28,155.5,"M","1"
15,30.1,"M","1"
16,29.2,"F","3"
27,138.9,"F","1"
27,141,"M","4"
39,466.7,"F","1"
36,304.2,"F","2"
10,7.9,"M","3"
28,174.4,"F","3"
29,178.5,"F","2"
22,67.6,"M","4"
42,507,"M","3"
41,523.6,"F","1"
11,8.2,"M","2"
16,31.1,"F","3"
33,250.3,"F","2"
30,197.7,"F","2"
39,357.1,"M","4"
28,154.4,"F","4"
40,470.5,"F","2"
29,182.2,"F","4"
34,300.3,"F","2"
13,13.8,"F","3"
28,160.2,"F","1"
18,43.9,"M","2"
